questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,TheOnlySeanFord,@ TheOnlySeanFord @ CalvinBanksxxx So hot . . .,@ TheOnlySeanFord @ CalvinBanksxxx So hot . . . Which word(s) correspond to the person in the sentence? Answer: TheOnlySeanFord,person,17_06_10154.jpg
 Which word(s) correspond to the organization in the sentence? ,Holt School High,New Story : Holt High School Junior Varsity Baseball beat Grand Ledge High School 5 - 4,New Story : Holt High School Junior Varsity Baseball beat Grand Ledge High School 5 - 4 Which word(s) correspond to the organization in the sentence? Answer: Holt School High,organization,16_05_23_505.jpg
 Which word(s) correspond to the person in the sentence? ,Neil Tyson deGrasse,SEE VIDEO ! Neil deGrasse Tyson on Creating Mini Black Holes . . .,SEE VIDEO ! Neil deGrasse Tyson on Creating Mini Black Holes . . . Which word(s) correspond to the person in the sentence? Answer: Neil Tyson deGrasse,person,O_1711.jpg
 Which word(s) correspond to the person in the sentence? ,Rio Ferdinand,Rio Ferdinand has revealed the best striker he ever played against . .,Rio Ferdinand has revealed the best striker he ever played against . . Which word(s) correspond to the person in the sentence? Answer: Rio Ferdinand,person,O_1567.jpg
 Which word(s) correspond to the person in the sentence? ,hellenback_stl,My weekend ' s better than yours ! Saturday at @ hellenback_stl at @ jpscornerstl ! ! !,My weekend ' s better than yours ! Saturday at @ hellenback_stl at @ jpscornerstl ! ! ! Which word(s) correspond to the person in the sentence? Answer: hellenback_stl,person,16_05_17_37.jpg
 Which word(s) correspond to the organization in the sentence? ,Delaware,"It might be raining outside , but the Delaware Football Alumni Golf Outing is in full swing this morning","It might be raining outside , but the Delaware Football Alumni Golf Outing is in full swing this morning Which word(s) correspond to the organization in the sentence? Answer: Delaware",organization,16_05_06_815.jpg
 Which word(s) correspond to the person in the sentence? ,Lady Gaga,Lady Gaga with her boyfriend Christian Carino in New York .,Lady Gaga with her boyfriend Christian Carino in New York . Which word(s) correspond to the person in the sentence? Answer: Lady Gaga,person,O_4444.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,# NFL Which ' Game of Thrones ' character represents the # Dolphins ?,# NFL Which ' Game of Thrones ' character represents the # Dolphins ? Which word(s) correspond to the organization in the sentence? Answer: NFL,organization,16_05_25_290.jpg
 Which word(s) correspond to the location in the sentence? ,Indiana,"Indiana primary results : Donald Trump wins , Bernie Sanders keeps it close .","Indiana primary results : Donald Trump wins , Bernie Sanders keeps it close . Which word(s) correspond to the location in the sentence? Answer: Indiana",location,O_2012.jpg
 Which word(s) correspond to the location in the sentence? ,Madison,I thought my house was being burgled but NOPE it ' s just Madison ' s one direction obsession scaring me half to death,I thought my house was being burgled but NOPE it ' s just Madison ' s one direction obsession scaring me half to death Which word(s) correspond to the location in the sentence? Answer: Madison,location,O_2853.jpg
 Which word(s) correspond to the person in the sentence? ,Luis Suárez,I just drafted Luis Suárez ; Neymar on @ UltimateFanLive for # FCB v # SevillaFC,I just drafted Luis Suárez ; Neymar on @ UltimateFanLive for # FCB v # SevillaFC Which word(s) correspond to the person in the sentence? Answer: Luis Suárez,person,O_1866.jpg
 Which word(s) correspond to the organization in the sentence? ,Hawks,Hawks players critical of Cavaliers after blowout # nba,Hawks players critical of Cavaliers after blowout # nba Which word(s) correspond to the organization in the sentence? Answer: Hawks,organization,16_05_05_724.jpg
 Which word(s) correspond to the person in the sentence? ,Emma Watson,This Is The Biggest Thing Emma Watson Regrets About Harry Potter,This Is The Biggest Thing Emma Watson Regrets About Harry Potter Which word(s) correspond to the person in the sentence? Answer: Emma Watson,person,O_484.jpg
 Which word(s) correspond to the person in the sentence? ,Steph Curry,Steph Curry Breaks NBA record for most playoff games running 3 - pointer,Steph Curry Breaks NBA record for most playoff games running 3 - pointer Which word(s) correspond to the person in the sentence? Answer: Steph Curry,person,16_05_16_481.jpg
 Which word(s) correspond to the person in the sentence? ,Ernesto Valverde,Ernesto Valverde reveals pattern of football he wants in Barcelona,Ernesto Valverde reveals pattern of football he wants in Barcelona Which word(s) correspond to the person in the sentence? Answer: Ernesto Valverde,person,17_06_15536.jpg
 Which word(s) correspond to the organization in the sentence? ,Nike,Nike have released images of the new match ball that will be used in the Premier League 2017 / 18 season .,Nike have released images of the new match ball that will be used in the Premier League 2017 / 18 season . Which word(s) correspond to the organization in the sentence? Answer: Nike,organization,17_06_14796.jpg
 Which word(s) correspond to the person in the sentence? ,joshgroban,"Three years apart , and what a difference . @ joshgroban So fun meeting you again , thanks for a great concert !","Three years apart , and what a difference . @ joshgroban So fun meeting you again , thanks for a great concert ! Which word(s) correspond to the person in the sentence? Answer: joshgroban",person,16_05_09_914.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,"Looking at the rest of the NBA conference semis schedule as a Cavs fan like "" What are thooooose ? ""","Looking at the rest of the NBA conference semis schedule as a Cavs fan like "" What are thooooose ? "" Which word(s) correspond to the organization in the sentence? Answer: NBA",organization,16_05_10_521.jpg
 Which word(s) correspond to the person in the sentence? ,Jim Morrison,"Jim Morrison and Van Morrison performing at a club in LA , 1966","Jim Morrison and Van Morrison performing at a club in LA , 1966 Which word(s) correspond to the person in the sentence? Answer: Jim Morrison",person,O_1593.jpg
 Which word(s) correspond to the organization in the sentence? ,Deal_Town,Today is the start of our amazing competition ! It will go live at 9.30 am . # festival # tickets # win # Deal @ Deal_Town,Today is the start of our amazing competition ! It will go live at 9.30 am . # festival # tickets # win # Deal @ Deal_Town Which word(s) correspond to the organization in the sentence? Answer: Deal_Town,organization,16_05_16_967.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Timberlake,Counting down to the new Justin Timberlake song . . .,Counting down to the new Justin Timberlake song . . . Which word(s) correspond to the person in the sentence? Answer: Justin Timberlake,person,O_2179.jpg
 Which word(s) correspond to the organization in the sentence? ,Oxford,"Something I thought I ' d never do : attend a football match . Oxford versus Watford Ladies , since you didn ' t ask .","Something I thought I ' d never do : attend a football match . Oxford versus Watford Ladies , since you didn ' t ask . Which word(s) correspond to the organization in the sentence? Answer: Oxford",organization,16_05_22_477.jpg
 Which word(s) correspond to the person in the sentence? ,One Direction,# NEW of the boys in their Official 18 - month One Direction Calender ! # 4 - 8,# NEW of the boys in their Official 18 - month One Direction Calender ! # 4 - 8 Which word(s) correspond to the person in the sentence? Answer: One Direction,person,O_509.jpg
 Which word(s) correspond to the person in the sentence? ,Bella Hadid,Bella Hadid reveals abdomen as she heads to beau The Weeknd ' s concert . . . as # BellaHadid,Bella Hadid reveals abdomen as she heads to beau The Weeknd ' s concert . . . as # BellaHadid Which word(s) correspond to the person in the sentence? Answer: Bella Hadid,person,16_05_20_640.jpg
 Which word(s) correspond to the person in the sentence? ,Kim un - Jong,"Not the Onion : "" Kim Jong - un to launch matchmaking contest to find his sister a husband ""","Not the Onion : "" Kim Jong - un to launch matchmaking contest to find his sister a husband "" Which word(s) correspond to the person in the sentence? Answer: Kim un - Jong",person,O_3015.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,AusOpen2017,When # AusOpen2017 meets football planning . . . # watchwithLily # nflfc @ AndiBell7 # FedererNadal # Lily,When # AusOpen2017 meets football planning . . . # watchwithLily # nflfc @ AndiBell7 # FedererNadal # Lily Which word(s) correspond to the misceallonous entity in the sentence? Answer: AusOpen2017,misceallonous entity,17_01_23706.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber and David Guetta ' s new collaboration # 2 U drops Friday,Justin Bieber and David Guetta ' s new collaboration # 2 U drops Friday Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_1445.jpg
 Which word(s) correspond to the person in the sentence? ,Erik Neander,Erik Neander ( HNFE ' 05 ) serves as Tampa Bay Rays GM and senior VP of baseball operations,Erik Neander ( HNFE ' 05 ) serves as Tampa Bay Rays GM and senior VP of baseball operations Which word(s) correspond to the person in the sentence? Answer: Erik Neander,person,17_06_11033.jpg
 Which word(s) correspond to the person in the sentence? ,Tim_has_a_cape,Thanks to my big bro @ Tim_has_a_cape for taking me to my first concert to see @ dietcig ❤ 💜 💛 💙 💚,Thanks to my big bro @ Tim_has_a_cape for taking me to my first concert to see @ dietcig ❤ 💜 💛 💙 💚 Which word(s) correspond to the person in the sentence? Answer: Tim_has_a_cape,person,17_06_2338.jpg
 Which word(s) correspond to the person in the sentence? ,Robert Jr Downey,Robert Downey Jr . and Sarah Jessica Parker in 1983 . Photograph by Bette Marshall .,Robert Downey Jr . and Sarah Jessica Parker in 1983 . Photograph by Bette Marshall . Which word(s) correspond to the person in the sentence? Answer: Robert Jr Downey,person,O_31.jpg
 Which word(s) correspond to the person in the sentence? ,adamlambert,@ adamlambert I love ur costumes for the concerts ! You ' re really superstar 🌟 # GLAMBERTS,@ adamlambert I love ur costumes for the concerts ! You ' re really superstar 🌟 # GLAMBERTS Which word(s) correspond to the person in the sentence? Answer: adamlambert,person,16_05_25_859.jpg
 Which word(s) correspond to the person in the sentence? ,Hillary Clinton,"Hillary Clinton : "" We cannot let Barack Obama ' s legacy fall into Donald Trump ' s hands . ""","Hillary Clinton : "" We cannot let Barack Obama ' s legacy fall into Donald Trump ' s hands . "" Which word(s) correspond to the person in the sentence? Answer: Hillary Clinton",person,O_4140.jpg
 Which word(s) correspond to the person in the sentence? ,Uche Kalu,So adorable ! More cute new photos of Footballer Uche Kalu ' s son,So adorable ! More cute new photos of Footballer Uche Kalu ' s son Which word(s) correspond to the person in the sentence? Answer: Uche Kalu,person,16_05_01_810.jpg
 Which word(s) correspond to the person in the sentence? ,Rihanna,Rihanna Was the Star of Last Night ' s NBA Finals Game,Rihanna Was the Star of Last Night ' s NBA Finals Game Which word(s) correspond to the person in the sentence? Answer: Rihanna,person,17_06_14559.jpg
 Which word(s) correspond to the person in the sentence? ,One Direction,Imagine the next One Direction Tour starts with Niall and Harry playing guitar together ✨,Imagine the next One Direction Tour starts with Niall and Harry playing guitar together ✨ Which word(s) correspond to the person in the sentence? Answer: One Direction,person,O_1421.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,President Donald Trump ' s White House declines to recognize LGBT Pride Month,President Donald Trump ' s White House declines to recognize LGBT Pride Month Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_3026.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,( 2 ) More HQ photos of Justin Bieber spotted out in New York City a couple of days ago . ( May 7 ),( 2 ) More HQ photos of Justin Bieber spotted out in New York City a couple of days ago . ( May 7 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_1313.jpg
 Which word(s) correspond to the person in the sentence? ,Maradona,This pic of Maradona . Wow . # Football,This pic of Maradona . Wow . # Football Which word(s) correspond to the person in the sentence? Answer: Maradona,person,16_05_09_1034.jpg
 Which word(s) correspond to the organization in the sentence? ,Nintendo,Nintendo 2 DS Handheld System With Mario Kart 7 - Red - Bid Now ! Only $ 51.0,Nintendo 2 DS Handheld System With Mario Kart 7 - Red - Bid Now ! Only $ 51.0 Which word(s) correspond to the organization in the sentence? Answer: Nintendo,organization,O_990.jpg
 Which word(s) correspond to the organization in the sentence? ,NFL,"5 NFL owners weigh in on Las Vegas , concerns more about local support . . .","5 NFL owners weigh in on Las Vegas , concerns more about local support . . . Which word(s) correspond to the organization in the sentence? Answer: NFL",organization,16_05_31_875.jpg
 Which word(s) correspond to the person in the sentence? ,blake lively,cast blake lively as a disney princess 2 k16,cast blake lively as a disney princess 2 k16 Which word(s) correspond to the person in the sentence? Answer: blake lively,person,O_1727.jpg
 Which word(s) correspond to the organization in the sentence? ,Peninsula High,"Thanks to the Boys and Girls basketball team at Peninsula High for appearing on "" Playing The Field "" . So much fun !","Thanks to the Boys and Girls basketball team at Peninsula High for appearing on "" Playing The Field "" . So much fun ! Which word(s) correspond to the organization in the sentence? Answer: Peninsula High",organization,17_01_12917.jpg
 Which word(s) correspond to the person in the sentence? ,Helen Wood,Knockout Cup : Round 1 : 1 st Leg : RT for Helen Wood Like for Victoria Beckham,Knockout Cup : Round 1 : 1 st Leg : RT for Helen Wood Like for Victoria Beckham Which word(s) correspond to the person in the sentence? Answer: Helen Wood,person,O_1002.jpg
 Which word(s) correspond to the person in the sentence? ,Hamilton,i don ' t remember when this came on but i always watched it . Hamilton was a lil bitch sometimes tho .,i don ' t remember when this came on but i always watched it . Hamilton was a lil bitch sometimes tho . Which word(s) correspond to the person in the sentence? Answer: Hamilton,person,O_2660.jpg
 Which word(s) correspond to the person in the sentence? ,Ally,Why does Ally from Fifth Harmony ' s knee look like Ed Sheeran,Why does Ally from Fifth Harmony ' s knee look like Ed Sheeran Which word(s) correspond to the person in the sentence? Answer: Ally,person,O_1.jpg
 Which word(s) correspond to the organization in the sentence? ,Sea Dogs,Beautiful night for some baseball . 👌 🏼 Let ' s go Sea Dogs ! 🙌 🏼 @ PortlandSeaDogs @ FisherCats,Beautiful night for some baseball . 👌 🏼 Let ' s go Sea Dogs ! 🙌 🏼 @ PortlandSeaDogs @ FisherCats Which word(s) correspond to the organization in the sentence? Answer: Sea Dogs,organization,16_05_17_613.jpg
 Which word(s) correspond to the organization in the sentence? ,Sharks,# NHLPlayoffs # Sharks fever hits San Jose as team heads to Stanley Cup Final,# NHLPlayoffs # Sharks fever hits San Jose as team heads to Stanley Cup Final Which word(s) correspond to the organization in the sentence? Answer: Sharks,organization,16_05_29_577.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"“ The police are the most mistreated people in this country , ” Donald Trump # BlueLivesMatter # Trump2016","“ The police are the most mistreated people in this country , ” Donald Trump # BlueLivesMatter # Trump2016 Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_1353.jpg
 Which word(s) correspond to the person in the sentence? ,smokeseasonband,T - Minus 1 month until @ smokeseasonband is back on tour ! See when they are playing for you = & gt ;,T - Minus 1 month until @ smokeseasonband is back on tour ! See when they are playing for you = & gt ; Which word(s) correspond to the person in the sentence? Answer: smokeseasonband,person,16_05_26_522.jpg
 Which word(s) correspond to the organization in the sentence? ,UCLABaseball,Congratulations to @ UCLABaseball RHP Scott Burke on being selected No . 608 overall ( Rd 20 ) by the @ Orioles :,Congratulations to @ UCLABaseball RHP Scott Burke on being selected No . 608 overall ( Rd 20 ) by the @ Orioles : Which word(s) correspond to the organization in the sentence? Answer: UCLABaseball,organization,17_06_10272.jpg
 Which word(s) correspond to the person in the sentence? ,Robert Pattinson,Robert Pattinson and Kristen Stewart ❤ ️ ❤ ️ a classic - the irie shirt ❤ ❤ ️ ️ # robertpattinson # kristenstewart,Robert Pattinson and Kristen Stewart ❤ ️ ❤ ️ a classic - the irie shirt ❤ ❤ ️ ️ # robertpattinson # kristenstewart Which word(s) correspond to the person in the sentence? Answer: Robert Pattinson,person,O_1111.jpg
 Which word(s) correspond to the person in the sentence? ,BellaRusso14,💕 💕 can ' t wait for another summer of concerts and fun w beano bag @ BellaRusso14,💕 💕 can ' t wait for another summer of concerts and fun w beano bag @ BellaRusso14 Which word(s) correspond to the person in the sentence? Answer: BellaRusso14,person,16_05_25_193.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,"Friday MLB scores , highlights , updates , news : Cubs snap six - game losing streak","Friday MLB scores , highlights , updates , news : Cubs snap six - game losing streak Which word(s) correspond to the organization in the sentence? Answer: MLB",organization,17_06_14360.jpg
 Which word(s) correspond to the organization in the sentence? ,CMU Hoops,BIG NEWS ! CMU Hoops will add @ NIACsports to their schedule in 2016 - 17 ! @ basketballmb,BIG NEWS ! CMU Hoops will add @ NIACsports to their schedule in 2016 - 17 ! @ basketballmb Which word(s) correspond to the organization in the sentence? Answer: CMU Hoops,organization,16_05_31_316.jpg
 Which word(s) correspond to the person in the sentence? ,Jennifer Lopez,Jennifer Lopez acquires one of the Best Mansions in L . A for $ 28 m,Jennifer Lopez acquires one of the Best Mansions in L . A for $ 28 m Which word(s) correspond to the person in the sentence? Answer: Jennifer Lopez,person,O_585.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,When Donald Trump is getting closer to winning the election and you ' re trying not to get deported,When Donald Trump is getting closer to winning the election and you ' re trying not to get deported Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_2753.jpg
 Which word(s) correspond to the person in the sentence? ,ShawnMendes,18 days til I see my love in concert 💗 @ ShawnMendes,18 days til I see my love in concert 💗 @ ShawnMendes Which word(s) correspond to the person in the sentence? Answer: ShawnMendes,person,17_06_13629.jpg
 Which word(s) correspond to the organization in the sentence? ,HRPattaya,"You may not be able to play @ HRPattaya ' s poolside guitar , but you can practice your cannonballs .","You may not be able to play @ HRPattaya ' s poolside guitar , but you can practice your cannonballs . Which word(s) correspond to the organization in the sentence? Answer: HRPattaya",organization,17_01_17110.jpg
 Which word(s) correspond to the person in the sentence? ,Chris Hogan,"I feel like this is a throwback tweet to 2012 with Chris Hogan ( 7 / 11 ) on Hard Knocks . Good call , @ AllbrightNFL 👍 🏼","I feel like this is a throwback tweet to 2012 with Chris Hogan ( 7 / 11 ) on Hard Knocks . Good call , @ AllbrightNFL 👍 🏼 Which word(s) correspond to the person in the sentence? Answer: Chris Hogan",person,17_06_3085.jpg
 Which word(s) correspond to the organization in the sentence? ,GOP,"Top GOP lawmaker , others wounded as gunman opens fire at congressional baseball practice","Top GOP lawmaker , others wounded as gunman opens fire at congressional baseball practice Which word(s) correspond to the organization in the sentence? Answer: GOP",organization,17_06_10489.jpg
 Which word(s) correspond to the person in the sentence? ,Jimmy Fallon,Some of Jimmy Fallon ' s 2017 NHL Stanley Cup superlatives 😂 😂 🙌,Some of Jimmy Fallon ' s 2017 NHL Stanley Cup superlatives 😂 😂 🙌 Which word(s) correspond to the person in the sentence? Answer: Jimmy Fallon,person,O_3696.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,"If Donald Trump is elected , we promise to restore his normal hair to this image .","If Donald Trump is elected , we promise to restore his normal hair to this image . Which word(s) correspond to the person in the sentence? Answer: Donald Trump",person,O_3036.jpg
 Which word(s) correspond to the person in the sentence? ,oxcolombo,this is my favorite picture of @ oxcolombo from Parade ! Im so proud of her !,this is my favorite picture of @ oxcolombo from Parade ! Im so proud of her ! Which word(s) correspond to the person in the sentence? Answer: oxcolombo,person,16_05_01_777.jpg
 Which word(s) correspond to the person in the sentence? ,Super Animals Furry,NME : Super Furry Animals to return with a new song to unite Wales and their football team …,NME : Super Furry Animals to return with a new song to unite Wales and their football team … Which word(s) correspond to the person in the sentence? Answer: Super Animals Furry,person,16_05_03_988.jpg
 Which word(s) correspond to the person in the sentence? ,Platini,Platini to quit as UEFA president as ban appeal fails,Platini to quit as UEFA president as ban appeal fails Which word(s) correspond to the person in the sentence? Answer: Platini,person,16_05_09_900.jpg
 Which word(s) correspond to the organization in the sentence? ,FCA,Working the FCA football camp the last two days has been a great experience . # fca,Working the FCA football camp the last two days has been a great experience . # fca Which word(s) correspond to the organization in the sentence? Answer: FCA,organization,17_06_12473.jpg
 Which word(s) correspond to the person in the sentence? ,Les Snead,"Les Snead : "" Nothing new "" on Aaron Donald contract # Rams # slr # NFL","Les Snead : "" Nothing new "" on Aaron Donald contract # Rams # slr # NFL Which word(s) correspond to the person in the sentence? Answer: Les Snead",person,17_06_12557.jpg
 Which word(s) correspond to the person in the sentence? ,Liam,"Liam at Beyoncé ' s concert in Houston , Texas 07.05 . 16 ( 3 )","Liam at Beyoncé ' s concert in Houston , Texas 07.05 . 16 ( 3 ) Which word(s) correspond to the person in the sentence? Answer: Liam",person,16_05_09_946.jpg
 Which word(s) correspond to the person in the sentence? ,Harry Styles,Billboard article - Harry Styles ' Solo Album : What We Do ( And Don ' t ) Want to Hear,Billboard article - Harry Styles ' Solo Album : What We Do ( And Don ' t ) Want to Hear Which word(s) correspond to the person in the sentence? Answer: Harry Styles,person,O_2624.jpg
 Which word(s) correspond to the person in the sentence? ,GOANDOGS,"On July 28 th @ GOANDOGS return to @ Farmfestival and this time , they play the main stage . . .","On July 28 th @ GOANDOGS return to @ Farmfestival and this time , they play the main stage . . . Which word(s) correspond to the person in the sentence? Answer: GOANDOGS",person,17_06_14566.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"Another photo of Justin Bieber spotted out in Milan , Italy last night . ( June 18 )","Another photo of Justin Bieber spotted out in Milan , Italy last night . ( June 18 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_129.jpg
 Which word(s) correspond to the person in the sentence? ,Yao Ming,Listen : Yao Ming didn ’ t start basketball fever in China .,Listen : Yao Ming didn ’ t start basketball fever in China . Which word(s) correspond to the person in the sentence? Answer: Yao Ming,person,16_05_14_865.jpg
 Which word(s) correspond to the person in the sentence? ,Stephen Curry,"Stephen Curry Responds to Kevin Durant , Russell Westbrook ' s Defensive Criticism","Stephen Curry Responds to Kevin Durant , Russell Westbrook ' s Defensive Criticism Which word(s) correspond to the person in the sentence? Answer: Stephen Curry",person,O_4246.jpg
 Which word(s) correspond to the person in the sentence? ,MariahCarey,After attending the @ MariahCarey concert started reflecting on other shows I ' d attended,After attending the @ MariahCarey concert started reflecting on other shows I ' d attended Which word(s) correspond to the person in the sentence? Answer: MariahCarey,person,16_05_10_756.jpg
 Which word(s) correspond to the person in the sentence? ,George Sr Bush,Former Presidents George Bush Sr . and son Bush Jr . will NOT endorse Donald Trump,Former Presidents George Bush Sr . and son Bush Jr . will NOT endorse Donald Trump Which word(s) correspond to the person in the sentence? Answer: George Sr Bush,person,O_553.jpg
 Which word(s) correspond to the organization in the sentence? ,ACGCSchools,Great night for @ ACGCSchools as the Baseball team hangs on to win 4 - 2 # Falconproud,Great night for @ ACGCSchools as the Baseball team hangs on to win 4 - 2 # Falconproud Which word(s) correspond to the organization in the sentence? Answer: ACGCSchools,organization,17_06_12452.jpg
 Which word(s) correspond to the person in the sentence? ,Louis K . C,"Louis C . K . releases LGBT gang documentary "" Check It ""","Louis C . K . releases LGBT gang documentary "" Check It "" Which word(s) correspond to the person in the sentence? Answer: Louis K . C",person,O_140.jpg
 Which word(s) correspond to the organization in the sentence? ,Twitter,Twitter reacts to Taylor Swift ' s return to Spotify,Twitter reacts to Taylor Swift ' s return to Spotify Which word(s) correspond to the organization in the sentence? Answer: Twitter,organization,O_2785.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,festontheclose,"@ festontheclose great brassy day ! Workshops , recital , choral concert . Fantastic event . # brass - is - best","@ festontheclose great brassy day ! Workshops , recital , choral concert . Fantastic event . # brass - is - best Which word(s) correspond to the misceallonous entity in the sentence? Answer: festontheclose",misceallonous entity,17_06_8470.jpg
 Which word(s) correspond to the person in the sentence? ,michaelkiwanuka,"Went to a @ michaelkiwanuka concert , forgot about Trump , ignored the feeling of impending doom for a full two hours .","Went to a @ michaelkiwanuka concert , forgot about Trump , ignored the feeling of impending doom for a full two hours . Which word(s) correspond to the person in the sentence? Answer: michaelkiwanuka",person,17_06_14619.jpg
 Which word(s) correspond to the person in the sentence? ,Kendrick Lamar,Kendrick Lamar gets his sister a new car for graduation,Kendrick Lamar gets his sister a new car for graduation Which word(s) correspond to the person in the sentence? Answer: Kendrick Lamar,person,O_1257.jpg
 Which word(s) correspond to the person in the sentence? ,Natasha Bedingfield,Live Stream Concert Natasha Bedingfield – Coastal Credit Union Music Park at Walnut …,Live Stream Concert Natasha Bedingfield – Coastal Credit Union Music Park at Walnut … Which word(s) correspond to the person in the sentence? Answer: Natasha Bedingfield,person,17_06_1957.jpg
 Which word(s) correspond to the person in the sentence? ,stevelackmeyer,"@ stevelackmeyer These guys had a contempt for Shakespeare , too . None of them ended up with Michelle Pfeiffer .","@ stevelackmeyer These guys had a contempt for Shakespeare , too . None of them ended up with Michelle Pfeiffer . Which word(s) correspond to the person in the sentence? Answer: stevelackmeyer",person,O_3900.jpg
 Which word(s) correspond to the location in the sentence? ,Texas,. @ MLBcathedrals I hope they add a big Texas - shaped scoreboard like in Arlington Stadium . # lovedthatone,. @ MLBcathedrals I hope they add a big Texas - shaped scoreboard like in Arlington Stadium . # lovedthatone Which word(s) correspond to the location in the sentence? Answer: Texas,location,16_05_19_472.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Gorillaz Festival Dayz Demon,Line Up For Gorillaz Demon Dayz Festival Revealed :,Line Up For Gorillaz Demon Dayz Festival Revealed : Which word(s) correspond to the misceallonous entity in the sentence? Answer: Gorillaz Festival Dayz Demon,misceallonous entity,17_06_4629.jpg
 Which word(s) correspond to the person in the sentence? ,Donald Trump,Love Cards Against Humanity and hating on Donald Trump ? Have we got the game for you :,Love Cards Against Humanity and hating on Donald Trump ? Have we got the game for you : Which word(s) correspond to the person in the sentence? Answer: Donald Trump,person,O_5037.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,Harry Potter characters drawn by J . K . Rowling in 1999 .,Harry Potter characters drawn by J . K . Rowling in 1999 . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter,misceallonous entity,O_219.jpg
 Which word(s) correspond to the person in the sentence? ,Kurt Sutter,Kurt Sutter joining us via FaceTime during the # sonsofanarchy panel @ ATXFestival # ATXTVs6,Kurt Sutter joining us via FaceTime during the # sonsofanarchy panel @ ATXFestival # ATXTVs6 Which word(s) correspond to the person in the sentence? Answer: Kurt Sutter,person,17_06_13819.jpg
 Which word(s) correspond to the location in the sentence? ,Hughesy,Hughesy calls for Saudi soccer team ban from Australia – move disgusting and disrespectful,Hughesy calls for Saudi soccer team ban from Australia – move disgusting and disrespectful Which word(s) correspond to the location in the sentence? Answer: Hughesy,location,17_06_6265.jpg
 Which word(s) correspond to the person in the sentence? ,BillyonBass,Me and my two years daughter ready to see you guys @ BillyonBass @ MikePortnoy @ Richie_Kotzen @ TheWineryDogs,Me and my two years daughter ready to see you guys @ BillyonBass @ MikePortnoy @ Richie_Kotzen @ TheWineryDogs Which word(s) correspond to the person in the sentence? Answer: BillyonBass,person,16_05_31_209.jpg
 Which word(s) correspond to the person in the sentence? ,Cure,"My parents before their first The Cure concert , 1986","My parents before their first The Cure concert , 1986 Which word(s) correspond to the person in the sentence? Answer: Cure",person,16_05_24_110.jpg
 Which word(s) correspond to the person in the sentence? ,Tyrone,Tyrone leads Derry at half time within the Ulster Minor Soccer championship,Tyrone leads Derry at half time within the Ulster Minor Soccer championship Which word(s) correspond to the person in the sentence? Answer: Tyrone,person,16_05_22_775.jpg
 Which word(s) correspond to the organization in the sentence? ,Brewers,"Brewers and Marlins is today ' s free game of the day , courtesy of MLBtv . Stream it here !","Brewers and Marlins is today ' s free game of the day , courtesy of MLBtv . Stream it here ! Which word(s) correspond to the organization in the sentence? Answer: Brewers",organization,16_05_11_71.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,World Festival Architecture,World Architecture Festival Announces Judges for 2016,World Architecture Festival Announces Judges for 2016 Which word(s) correspond to the misceallonous entity in the sentence? Answer: World Festival Architecture,misceallonous entity,16_05_23_51.jpg
 Which word(s) correspond to the person in the sentence? ,Kehlani,Kehlani boots fan from concert for hurling insult,Kehlani boots fan from concert for hurling insult Which word(s) correspond to the person in the sentence? Answer: Kehlani,person,17_06_11444.jpg
 Which word(s) correspond to the person in the sentence? ,Daniel Radcliffe,This subtle difference between Daniel Radcliffe and Elijah Wood is pretty unsettling,This subtle difference between Daniel Radcliffe and Elijah Wood is pretty unsettling Which word(s) correspond to the person in the sentence? Answer: Daniel Radcliffe,person,O_3945.jpg
 Which word(s) correspond to the person in the sentence? ,Anne Frank,"Despite everything , I believe that people are really good at heart . - Anne Frank ( 1929 - 1945 ) # quotes","Despite everything , I believe that people are really good at heart . - Anne Frank ( 1929 - 1945 ) # quotes Which word(s) correspond to the person in the sentence? Answer: Anne Frank",person,O_3895.jpg
